Type of wine,Name,Winery,Country,Region,Rating,NumberOfRatings,Year,Price,Rating Price Ratio,Rating category
Red,Barolo 2014,Ricossa,Italy,Barolo,3.9,2018,2014,18.85,0.2068965517241379,Low
Red,La Réserve Malbec 2015,Lionel Osmin & Cie,France,Vin de France,3.4,202,2015,6.77,0.5022156573116692,Medium
Red,The Laughing Magpie Shiraz - Viognier 2014,d'Arenberg,Australia,McLaren Vale,3.7,202,2014,23.45,0.15778251599147122,Low
Red,Médoc 2013,Château Saint-Aubin,France,Médoc,3.4,202,2013,14.75,0.2305084745762712,Low
Red,Valpolicella Classico 2015,Sartori,Italy,Valpolicella,3.3,202,2015,11.69,0.2822925577416595,Low
Red,Pomares Tinto 2018,Quinta Nova de Nossa Senhora do Carmo,Portugal,Douro,3.8,202,2018,8.45,0.44970414201183434,Medium
Red,Familiae Primitivo di Manduria 2017,a6mani,Italy,Primitivo di Manduria,3.8,202,2017,9.4,0.40425531914893614,Medium
Red,Lalande-de-Pomerol 2016,Château La Fleur de Boüard,France,Lalande-de-Pomerol,4.1,202,2016,34.95,0.11731044349070098,Low
Red,Quinta de Vale Veados 2015,Rui Reguinga,Portugal,Ribatejo,3.5,202,2015,8.45,0.4142011834319527,Medium
Red,Chianti Classico 2016,Fattoria le Corti,Italy,Chianti Classico,3.8,202,2016,9.99,0.38038038038038036,Medium
Red,Lourens River Valley 2013,Morgenster Estate,South Africa,Stellenbosch,4.1,202,2013,19.45,0.21079691516709512,Low
Red,Zambujeiro 2013,Quinta do Zambujeiro,Portugal,Borba,4.5,202,2013,79.68,0.056475903614457826,Low
Red,Perpetual 2016,Torres,Spain,Priorat,4.3,202,2016,39.99,0.1075268817204301,Low
Red,Bolgheri 2017,Tenuta le Colonne,Italy,Bolgheri,3.8,202,2017,19.5,0.19487179487179487,Low
Red,Chianti Rùfina Riserva 2016,Castello Nipozzano,Italy,Chianti Rùfina,3.8,2022,2016,14.06,0.27027027027027023,Low
Red,Rioja Reserva 2014,Marqués de Riscal,Spain,Rioja,4.1,20293,2014,15.39,0.2664067576348278,Low
Red,Le Calcifére Malbec de Cahors 2014,Crocus,France,Cahors,4.2,203,2014,25.25,0.16633663366336635,Low
Red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,Château Canon-La-Gaffelière,France,Saint-Émilion Grand Cru,4.2,203,2016,109.95,0.03819918144611187,Low
Red,Bandol Rouge 2009,Gros' Noré,France,Bandol,4.1,203,2009,55.9,0.07334525939177101,Low
Red,Valpolicella Ripasso 2016,Corte Giara,Italy,Valpolicella Ripasso,3.7,203,2016,11.7,0.3162393162393163,Medium
Red,Hermitage La Chapelle Rouge 1988,Paul Jaboulet Aîné,France,Hermitage,4.3,203,1988,209.6,0.02051526717557252,Low
Red,Les Crestes Priorat 2018,Mas Doix,Spain,Priorat,3.8,203,2018,16.47,0.230722525804493,Low
Red,Les Grandes Terrasses Cornas 2013,Paul Jaboulet Aîné,France,Cornas,3.9,203,2013,39.9,0.09774436090225563,Low
Red,Fronsac 2008,Château Moulin Haut-Laroque,France,Fronsac,3.8,203,2008,19.45,0.1953727506426735,Low
Red,Margaux (Grand Cru Classé) 2016,Château Rauzan-Ségla,France,Margaux,4.2,203,2016,140.6,0.029871977240398296,Low
Red,Primitivo 2018,Epicuro,Italy,Puglia,3.8,203,2018,7.49,0.507343124165554,Medium
Red,Opi Montepulciano d'Abruzzo Colline Teramane Riserva 2012,Farnese,Italy,Montepulciano d'Abruzzo Colline Teramane,4.1,203,2012,21.89,0.18730013704888074,Low
Red,Estate Malbec (Premium) 2017,Alta Vista,Argentina,Mendoza,3.7,2035,2017,12.5,0.29600000000000004,Low
Red,Bonacosta Valpolicella Classico 2018,Masi,Italy,Valpolicella,3.5,2036,2018,10.99,0.3184713375796178,Medium
Red,Red 2016,Meerlust,South Africa,Stellenbosch,3.9,204,2016,16.59,0.23508137432188064,Low
Red,Roggio del Filare Rosso Piceno Superiore 2016,Velenosi,Italy,Rosso Piceno,4.1,204,2016,25.89,0.15836230204712243,Low
Red,Pomerol 2012,Pétrus,France,Pomerol,4.7,204,2012,3410.79,0.0013779798814937303,Low
Red,Aglianico Castel del Monte Bocca di Lupo 2014,Tormaresca,Italy,Castel del Monte,4.2,204,2014,54.21,0.0774764803541782,Low
Red,Le Champ du Coq 2017,La Croix Belle,France,Côtes de Thongue,3.9,204,2017,7.95,0.49056603773584906,Medium
Red,Pomerol 2006,Château Gombaude-Guillot,France,Pomerol,4.1,204,2006,63.44,0.0646279949558638,Low
Red,Conde de Valdemar Tempranillo 2017,Bodegas Valdemar,Spain,Rioja,3.4,204,2017,5.9,0.5762711864406779,Medium
Red,Nero d'Avola 2017,Nicosia,Italy,Terre Siciliane,3.5,204,2017,6.45,0.5426356589147286,Medium
Red,Berardenga Chianti Colli Senesi 2016,Fèlsina,Italy,Chianti Colli Senesi,3.5,205,2016,13.37,0.2617801047120419,Low
Red,Fronsac 2005,Château Haut-Carles,France,Fronsac,3.9,205,2005,36.95,0.10554803788903923,Low
Red,Squarcialupi Chianti Classico Riserva 2015,La Castellina,Italy,Chianti Classico,3.7,205,2015,22.0,0.16818181818181818,Low
Red,Bernardeschi Governo 2017,Terrescure,Italy,Toscana,4.0,205,2017,9.65,0.41450777202072536,Medium
Red,Alentejano Tonel Nº 3 - 4 2013,Mouchão,Portugal,Alentejano,4.6,205,2013,136.47,0.03370704184069759,Low
Red,Carapace Montefalco Sagrantino 2015,Tenuta Castelbuono,Italy,Montefalco Sagrantino,4.1,205,2015,26.8,0.15298507462686564,Low
Red,Reserva 2015,Viña Pedrosa,Spain,Ribera del Duero,4.1,205,2015,36.99,0.11084076777507433,Low
Red,Ansela van de Caab 2016,Muratie,South Africa,Stellenbosch,4.2,205,2016,16.88,0.24881516587677727,Low
Red,Etna Santo Spirito Rosso 2017,Tenuta delle Terre Nere,Italy,Etna,4.1,205,2017,32.79,0.12503812137846904,Low
Red,Le Lucére Brunello di Montalcino 2012,San Filippo,Italy,Brunello di Montalcino,4.3,205,2012,56.75,0.07577092511013216,Low
Red,Ripasso 2017,Villa Cavarena,Italy,Valpolicella Ripasso,3.8,205,2017,17.29,0.21978021978021978,Low
Red,Valpolicella Classico 2017,Stefano Accordini,Italy,Valpolicella Classico,3.6,206,2017,8.68,0.4147465437788019,Medium
Red,Mercury Head Cabernet Sauvignon 2017,Orin Swift,United States,Napa Valley,4.6,206,2017,170.59,0.02696523829063837,Low
Red,Villalar 2011,La Mejorada,Spain,Castilla y León,3.6,206,2011,8.95,0.4022346368715084,Medium
Red,Barbera d'Alba 2016,Enrico Serafino,Italy,Barbera d'Alba,3.7,206,2016,12.21,0.30303030303030304,Medium
Red,Senes Cannonau de Sardegna Riserva 2015,Argiolas,Italy,Cannonau di Sardegna,4.0,206,2015,15.85,0.25236593059936907,Low
Red,Hermitage La Petite Chapelle 2014,Paul Jaboulet Aîné,France,Hermitage,4.2,206,2014,62.08,0.06765463917525774,Low
Red,Ribeo Morellino di Scansano 2016,Roccapesta,Italy,Morellino di Scansano,3.7,206,2016,14.5,0.25517241379310346,Low
Red,Cabernet Sauvignon 2017,Redwood Creek,United States,California,3.5,206,2017,7.63,0.45871559633027525,Medium
Red,Lagar de Baixo Baga 2015,Quinta de Baixo,Portugal,Bairrada,3.5,206,2015,16.23,0.21565003080714726,Low
Red,Vinea Tempranillo Crianza 2016,Museum,Spain,Cigales,3.6,206,2016,9.89,0.3640040444893832,Medium
Red,Pasionado Malbec 2015,Andeluna,Argentina,Mendoza,4.3,206,2015,29.15,0.14751286449399656,Low
Red,Dolcetto d'Alba 2018,Fontanafredda,Italy,Dolcetto d'Alba,3.6,206,2018,7.08,0.5084745762711864,Medium
Red,Haut-Médoc 2012,Château Miqueu,France,Haut-Médoc,3.5,206,2012,11.99,0.2919099249374479,Low
Red,Gran Reserva Merlot 2018,Santa Ema,Chile,Maipo Valley,4.2,206,2018,9.5,0.4421052631578948,Medium
Red,Saint-Estèphe 2016,Château Meyney,France,Saint-Estèphe,4.0,206,2016,38.9,0.10282776349614396,Low
Red,Pauillac (Grand Cru Classé) 2005,Château Pichon Longueville Comtesse de Lalande,France,Pauillac,4.4,2064,2005,169.95,0.025889967637540458,Low
Red,Talento 2012,Salton,Brazil,Serra Gaúcha,3.8,2066,2012,16.72,0.22727272727272727,Low
Red,Pauillac (Premier Grand Cru Classé) 1989,Château Mouton Rothschild,France,Pauillac,4.6,2069,1989,1168.77,0.003935761527075472,Low
Red,Director's Merlot 2012,Francis Ford Coppola,United States,Sonoma County,3.8,207,2012,25.9,0.14671814671814673,Low
Red,Max's Shiraz - Cabernet 2018,Penfolds,Australia,South Australia,3.8,207,2018,24.39,0.15580155801558015,Low
Red,Amarone della Valpolicella Classico 2011,Quintarelli Giuseppe,Italy,Amarone della Valpolicella Classico,4.7,207,2011,272.25,0.01726354453627181,Low
Red,Esprit de Tablas 2014,Tablas Creek Vineyard,United States,Paso Robles,4.1,207,2014,59.0,0.06949152542372881,Low
Red,Cabernet Sauvignon Sicilia 2017,Feudo Arancio,Italy,Sicilia,3.7,207,2017,6.25,0.5920000000000001,Medium
Red,Baltos Mencía 2016,Dominio de Tares,Spain,Bierzo,3.6,207,2016,12.14,0.29654036243822074,Low
Red,Côte de Beaune-Villages 2014,Joseph Drouhin,France,Côte de Beaune Villages,3.8,207,2014,22.38,0.16979445933869527,Low
Red,Timperosse 2018,Mandrarossa,Italy,Terre Siciliane,3.6,207,2018,11.15,0.32286995515695066,Medium
Red,Hermitage 2016,E. Guigal,France,Hermitage,4.3,207,2016,48.9,0.08793456032719836,Low
Red,Baron de Brane Margaux 2015,Château Brane-Cantenac,France,Margaux,4.0,207,2015,36.11,0.11077263915812795,Low
Red,Toscana 2017,Tenuta Castiglioni,Italy,Toscana,4.0,207,2017,20.65,0.19370460048426152,Low
Red,Valbuena 5º 2015,Vega Sicilia,Spain,Ribera del Duero,4.6,207,2015,131.0,0.03511450381679389,Low
Red,Old Vine Zinfandel 2013,Seghesio,United States,Sonoma County,4.1,2072,2013,53.58,0.0765210899589399,Low
Red,Red 2017,689 - Six Eight Nine,United States,Napa Valley,4.1,2073,2017,20.47,0.20029311187103077,Low
Red,Les Fontanilles Minervois 2016,Domaine Anne Gros & Jean-Paul Tollot,France,Minervois,3.8,208,2016,20.95,0.18138424821002386,Low
Red,Pomerol 2014,Château Lafleur-Gazin,France,Pomerol,4.0,208,2014,35.09,0.11399259048161868,Low
Red,Rioja Crianza 2015,Vina Herminia,Spain,Rioja,3.6,208,2015,8.75,0.4114285714285714,Medium
Red,Saint-Émilion Grand Cru 2017,Château Bellevue Figeac,France,Saint-Émilion Grand Cru,4.0,208,2017,14.8,0.27027027027027023,Low
Red,Médoc 2015,Château La Cardonne,France,Médoc,3.9,208,2015,21.5,0.18139534883720929,Low
Red,Cabernet Sauvignon - Merlot 2015,Capaia,South Africa,Western Cape,3.4,208,2015,9.44,0.3601694915254237,Medium
Red,Pomerol 1999,Clos l'Eglise,France,Pomerol,4.3,208,1999,109.95,0.03910868576625739,Low
Red,Tinto 2018,La Boscana,Spain,Costers del Segre,3.6,208,2018,8.32,0.4326923076923077,Medium
Red,12 e Mezzo Malvasia Nera del Salento 2016,Varvaglione,Italy,Salento,3.9,208,2016,7.25,0.5379310344827586,Medium
Red,Mount Hermon Indigo 2017,Hermon,Israel,Galilee,3.4,208,2017,12.14,0.2800658978583196,Low
Red,Brecciarolo Rosso Piceno Superiore 2017,Velenosi,Italy,Rosso Piceno,3.6,208,2017,6.9,0.5217391304347826,Medium
Red,Limited Edition 10 Vendemmie N.V.,Tenuta Ulisse,Italy,Montepulciano d'Abruzzo,4.6,2080,2016,30.9,0.1488673139158576,Low
Red,Selección Especial Sardon de Duero 2016,Abadia Retuerta,Spain,Sardón de Duero,4.3,2084,2016,23.3,0.18454935622317595,Low
Red,Garnatxa 2015,Segura Viudas,Spain,Catalunya,3.3,209,2015,6.99,0.47210300429184543,Medium
Red,Pinot Nero Schweizer 2016,Franz Haas,Italy,Südtirol - Alto Adige,4.2,209,2016,38.5,0.1090909090909091,Low
Red,Evo 2013,Guelbenzu,Spain,Ribera del Queiles,3.9,209,2013,11.65,0.33476394849785407,Medium
Red,Blaye - Côtes de Bordeaux 2016,Château Cap Saint-Martin,France,Blaye - Côtes de Bordeaux,3.7,209,2016,8.5,0.43529411764705883,Medium
Red,Cuvée Spéciale Tibouren Rouge (Tradition) 2018,Clos Cibonne,France,Côtes de Provence,4.0,209,2018,17.9,0.223463687150838,Low
Red,Spätburgunder (Markgräflerland) 2017,Martin Waßmer,Germany,Baden,3.9,209,2017,9.5,0.4105263157894737,Medium
Red,Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro 2010,Ciacci Piccolomini d'Aragona,Italy,Brunello di Montalcino,4.5,209,2010,115.43,0.038984666031361,Low
Red,Crianza 2016,Izadi,Spain,Rioja,3.9,2093,2016,10.5,0.37142857142857144,Medium
Red,Saint-Julien (Grand Cru Classé) 2011,Château Talbot,France,Saint-Julien,4.2,2094,2011,83.9,0.0500595947556615,Low
Red,Domaine des Tourettes Hermitage Rouge 2014,Delas,France,Hermitage,4.2,210,2014,60.92,0.06894287590282337,Low
Red,Mille 1 Garda Rosso 2017,Pratello,Italy,Garda,3.8,210,2017,14.9,0.25503355704697983,Low
Red,Cèdre Héritage Malbec 2015,Château du Cèdre,France,Cahors,3.7,210,2015,8.5,0.43529411764705883,Medium
Red,Pomerol 2011,Château Latour à Pomerol,France,Pomerol,4.2,210,2011,90.54,0.046388336646785946,Low
Red,Vino Nobile di Montepulciano 2012,Contucci,Italy,Vino Nobile di Montepulciano,3.8,210,2012,23.68,0.16047297297297297,Low
Red,La Marchesana Primitivo 2018,Polvanera,Italy,Puglia,4.0,210,2018,7.9,0.5063291139240506,Medium
Red,Montepulciano d'Abruzzo (Unico) 2018,Tenuta Ulisse,Italy,Montepulciano d'Abruzzo,4.0,210,2018,8.9,0.449438202247191,Medium
Red,Barolo 2013,Elio Altare,Italy,Barolo,4.3,210,2013,60.63,0.07092198581560283,Low
Red,Secateurs Red Blend 2018,Badenhorst,South Africa,Swartland,3.7,210,2018,9.99,0.3703703703703704,Medium
Red,Merlot Les Grands Arbres 2018,Badet Clement,France,Vin de France,3.3,210,2018,6.73,0.49034175334323915,Medium
Red,Saint-Émilion Grand Cru 2010,Château Rol Valentin,France,Saint-Émilion Grand Cru,4.0,210,2010,54.95,0.07279344858962693,Low
Red,Dolcetto d'Alba Treiso 2017,Fontanafredda,Italy,Dolcetto d'Alba,3.5,210,2017,10.93,0.3202195791399817,Medium
Red,Cresasso Corvina Veronese 2010,Zenato,Italy,Veneto,4.2,210,2010,66.45,0.06320541760722348,Low
Red,Kepos 2016,Ampeleia,Italy,Costa Toscana,3.8,210,2016,15.44,0.24611398963730569,Low
Red,Châteauneuf-du-Pape 2016,Domaine des Sénéchaux,France,Châteauneuf-du-Pape,4.2,210,2016,44.79,0.09377093101138648,Low
Red,Langhe Nebbiolo 2018,Mauro Molino,Italy,Langhe,3.8,210,2018,14.53,0.2615278733654508,Low
Red,M Red 2012,Montes Alpha,Chile,Colchagua Valley,4.3,2101,2012,63.39,0.06783404322448336,Low
Red,Modus Toscana 2013,Ruffino,Italy,Toscana,3.8,2104,2013,37.79,0.10055570256681662,Low
Red,Bin 389 Cabernet - Shiraz 2016,Penfolds,Australia,South Australia,4.3,2105,2016,69.29,0.06205801702987443,Low
Red,Southern Hills Cabernet Sauvignon 2015,Wente,United States,Livermore Valley,3.8,2109,2015,10.99,0.34576888080072793,Medium
Red,Caractère 2015,Château de la Grave,France,Bordeaux,3.7,211,2015,9.99,0.3703703703703704,Medium
Red,Barbaresco 2014,Fontanafredda,Italy,Barbaresco,3.7,211,2014,16.98,0.21790341578327443,Low
Red,Tiara 2015,Simonsig,South Africa,Stellenbosch,4.1,211,2015,19.8,0.20707070707070704,Low
Red,Merlot 2018,Paul Mas,France,Pays d'Oc,3.7,211,2018,5.5,0.6727272727272727,Excellent
Red,Saint-Émilion Grand Cru 2015,Château Puy-Blanquet,France,Saint-Émilion Grand Cru,3.6,211,2015,21.95,0.16400911161731208,Low
Red,Barbera d'Asti Superiore Epico 2015,Pico Maccario,Italy,Barbera d'Asti,4.3,211,2015,39.47,0.10894350139346339,Low
Red,Petit Verdot (PV) 2014,Abadia Retuerta,Spain,Castilla y León,4.5,211,2014,106.25,0.042352941176470586,Low
Red,Chianti Classico 2011,Quercia al Poggio,Italy,Chianti Classico,3.7,211,2011,20.5,0.1804878048780488,Low
Red,Aida Montepulciano d'Abruzzo 2015,Marchesi de Cordano,Italy,Montepulciano d'Abruzzo,3.8,211,2015,10.28,0.36964980544747084,Medium
Red,Bordeaux Rouge 2016,Château Nicot,France,Bordeaux,3.4,211,2016,7.5,0.4533333333333333,Medium
Red,Rioja Gran Reserva 2011,Montecillo,Spain,Rioja,3.9,2112,2011,18.45,0.21138211382113822,Low
Red,Chianti Classico 2015,Isole e Olena,Italy,Chianti Classico,3.9,2115,2015,21.24,0.18361581920903955,Low
Red,Cabernet Sauvignon 2017,Bonterra,United States,California,3.7,2118,2017,16.75,0.2208955223880597,Low
Red,Pomerol 2015,Château Nénin,France,Pomerol,4.2,212,2015,68.81,0.061037639877924724,Low
Red,Cabernet Sauvignon 2016,Crane Lake,United States,California,3.4,212,2016,9.26,0.367170626349892,Medium
Red,Blauer Zweigelt 2017,Anita Nittnaus Hans,Austria,Burgenland,3.6,212,2017,8.7,0.4137931034482759,Medium
Red,Mencia 2017,Cuatro Pasos,Spain,Bierzo,3.5,212,2017,5.99,0.5843071786310517,Medium
Red,Authentique Côtes du Roussillon Rouge 2013,Domaine Lafage,France,Côtes du Roussillon,3.8,212,2013,7.75,0.49032258064516127,Medium
Red,Proprietary Red 2016,Continuum,United States,Oakville,4.6,212,2016,268.07,0.0171596970940426,Low
Red,Saint-Émilion Grand Cru (Grand Cru Classé) 2006,Château Barde-Haut,France,Saint-Émilion Grand Cru,3.9,212,2006,27.3,0.14285714285714285,Low
Red,Pleno Tempranillo 2018,Agronavarra,Spain,Navarra,3.5,212,2018,4.31,0.8120649651972158,Excellent
Red,Chianti Classico Bellezza Gran Selezione 2013,Castello di Gabbiano,Italy,Chianti Classico,3.8,212,2013,31.85,0.11930926216640501,Low
Red,Bordeaux Supérieur 2017,Château du Lort,France,Bordeaux Supérieur,3.6,212,2017,10.93,0.32936870997255263,Medium
Red,Crianza 2016,Luis Cañas,Spain,Rioja,3.8,2123,2016,8.85,0.4293785310734463,Medium
Red,Cabernet Sauvignon 2015,Seven Falls,United States,Wahluke Slope,4.0,2123,2015,14.95,0.26755852842809363,Low
Red,Pieve Santa Restituta Sugarille Brunello di Montalcino 2008,Gaja,Italy,Brunello di Montalcino,4.3,213,2008,159.0,0.027044025157232702,Low
Red,Lagar de Baixo Baga 2016,Quinta de Baixo,Portugal,Bairrada,3.8,213,2016,17.5,0.21714285714285714,Low
Red,Mosaico Bolgheri 2011,Casa di Terra,Italy,Bolgheri,3.9,213,2011,24.27,0.16069221260815822,Low
Red,Lucchine Valpolicella Classico 2017,Tedeschi,Italy,Valpolicella Classico,3.4,213,2017,9.9,0.3434343434343434,Medium
Red,Passo del Sud Appassimento Edizione 2016,Tagaro,Italy,Puglia,3.9,213,2016,12.03,0.32418952618453867,Medium
Red,Oenodea Red 2009,Costa Lazaridi,Greece,Drama,3.5,213,2009,9.7,0.3608247422680413,Medium
Red,Côtes de Bourg 2015,Roc de Cambes,France,Côtes de Bourg,4.2,213,2015,68.95,0.06091370558375635,Low
Red,Castillon - Côtes de Bordeaux 2016,Château Cap de Faugères,France,Castillon - Côtes de Bordeaux,3.7,213,2016,15.95,0.23197492163009406,Low
Red,Merlot 2017,Lanzerac,South Africa,Stellenbosch,3.9,213,2017,12.5,0.312,Medium
Red,Pannobile 2015,Claus Preisinger,Austria,Burgenland,3.9,213,2015,25.83,0.15098722415795587,Low
Red,Buio Buio 2016,Mesa,Italy,Carignano del Sulcis,3.9,213,2016,31.99,0.12191309784307597,Low
Red,Black Label Pinotage 2017,Kanonkop,South Africa,Stellenbosch,4.6,213,2017,179.0,0.025698324022346366,Low
Red,Greppicante Bolgheri 2011,I Greppi,Italy,Bolgheri,3.6,213,2011,13.53,0.2660753880266076,Low
Red,Mas La Plana Cabernet Sauvignon 2013,Torres,Spain,Penedès,4.3,2135,2013,63.05,0.06819984139571768,Low
Red,Adobe Cabernet Sauvignon (Reserva) 2018,Emiliana,Chile,Rapel Valley,3.5,2135,2018,8.45,0.4142011834319527,Medium
Red,Dedicato a Walter Bolgheri Superiore 2008,Poggio Al Tesoro,Italy,Bolgheri Superiore,4.3,214,2008,69.9,0.06151645207439198,Low
Red,Selecció Tinto 2015,Edetària,Spain,Terra Alta,4.2,214,2015,28.7,0.14634146341463417,Low
Red,Baron de Brane Margaux 2014,Château Brane-Cantenac,France,Margaux,3.9,214,2014,28.65,0.13612565445026178,Low
Red,Saint-Émilion Grand Cru 2015,Château des Bardes,France,Saint-Émilion Grand Cru,4.1,214,2015,21.57,0.19007881316643485,Low
Red,Othello 2015,Dominus,United States,Napa Valley,4.0,214,2015,42.89,0.09326183259501049,Low
Red,Lyndenhurst Cabernet Sauvignon 2015,Spottswoode,United States,St. Helena,4.3,214,2015,75.0,0.05733333333333333,Low
Red,Trincadeira 2015,Cortes de Cima,Portugal,Alentejano,4.2,214,2015,21.45,0.1958041958041958,Low
Red,Pater Sangiovese 2018,Frescobaldi,Italy,Toscana,3.4,214,2018,7.27,0.4676753782668501,Medium
Red,Résonance Vineyard Pinot Noir 2015,Résonance,United States,Yamhill-Carlton District,4.0,214,2015,66.93,0.059763932466756306,Low
Red,Les Grézeaux Chinon 2017,Bernard Baudry,France,Chinon,3.8,214,2017,17.06,0.22274325908558032,Low
Red,Bramare Malbec Uco Valley 2016,Viña Cobos,Argentina,Uco Valley,4.3,2143,2016,33.99,0.12650779641070903,Low
Red,Margaux (Grand Cru Classé) 2012,Château Giscours,France,Margaux,4.2,2148,2012,57.51,0.07303077725612937,Low
Red,Petit Verdot 2014,Marqués de Griñon,Spain,Dominio de Valdepusa,4.2,215,2014,26.9,0.15613382899628253,Low
Red,Madurado 2016,Montebuena,Spain,Rioja,3.5,215,2016,6.49,0.539291217257319,Medium
Red,Heideboden Rot 2017,Hannes Reeh,Austria,Neusiedlersee,3.9,215,2017,12.87,0.30303030303030304,Medium
Red,Filetta di Lamole Chianti Classico 2015,Fontodi,Italy,Chianti Classico,3.7,215,2015,25.83,0.14324428958575303,Low
Red,La Poja (Monovitigno Corvina Veronese) 2015,Allegrini,Italy,Verona,4.0,215,2015,61.35,0.06519967400162999,Low
Red,Barolo Castiglione 2016,Vietti,Italy,Barolo,4.1,215,2016,46.79,0.08762556101731138,Low
Red,Esperado Shiraz - Malbec 2014,Callia,Argentina,Tulum Valley,3.3,215,2014,7.0,0.4714285714285714,Medium
Red,Cirsion Rioja 2016,Bodegas Roda,Spain,Rioja,4.5,216,2016,193.99,0.02319707201402134,Low
Red,Chianti Classico Riserva 2013,Villa Cerna,Italy,Chianti Classico,3.7,216,2013,29.48,0.1255088195386703,Low
Red,Entresuelos Tempranillo 2016,Tridente,Spain,Castilla y León,3.9,216,2016,7.9,0.49367088607594933,Medium
Red,Pommard 2015,Louis Jadot,France,Pommard,4.1,216,2015,58.19,0.07045884172538236,Low
Red,Grange 2015,Penfolds,Australia,South Australia,4.6,216,2015,730.12,0.00630033419163973,Low
Red,Lussac-Saint-Émilion 2015,Chateau de Lussac,France,Lussac-Saint-Émilion,3.6,216,2015,27.29,0.131916452913155,Low
Red,Pomerol 2016,Château Clinet,France,Pomerol,4.2,216,2016,138.6,0.030303030303030304,Low
Red,Steinzeiler 2013,Kollwentz,Austria,Burgenland,4.3,216,2013,81.36,0.05285152409046214,Low
Red,La Cumbre Syrah 2008,Errazuriz,Chile,Aconcagua Valley,4.3,216,2008,57.42,0.07488679902473006,Low
Red,Saint Cosme Crozes-Hermitage 2016,Château de Saint Cosme,France,Crozes-Hermitage,3.8,216,2016,22.0,0.17272727272727273,Low
Red,Valsotillo Finca Buenavista 2016,Bodegas Ismael Arroyo,Spain,Ribera del Duero,3.8,216,2016,9.65,0.3937823834196891,Medium
Red,Gries Lagrein Riserva 2016,Nals Margreid,Italy,Südtirol - Alto Adige,3.9,216,2016,19.39,0.20113460546673542,Low
Red,Campo dei Ciliegi Valpolicella Ripasso 2016,Latium Morini,Italy,Valpolicella Ripasso,3.9,216,2016,15.95,0.2445141065830721,Low
Red,Rosso Piceno 2018,Velenosi,Italy,Rosso Piceno,3.6,216,2018,5.89,0.6112054329371817,Excellent
Red,Châteauneuf-du-Pape Les Sinards Rouge 2017,Famille Perrin,France,Châteauneuf-du-Pape,4.2,2161,2017,30.74,0.13662979830839297,Low
Red,Crianza 2016,El Coto,Spain,Rioja,3.6,2165,2016,6.7,0.5373134328358209,Medium
Red,Malbec 2016,BenMarco,Argentina,Lujan de Cuyo,3.9,2169,2016,18.99,0.20537124802527648,Low
Red,Tinto 2013,Dehesa La Granja,Spain,Castilla y León,3.7,217,2013,8.87,0.4171364148816235,Medium
Red,Les Vieilles Vignes Cornas 2014,Alain Voge,France,Cornas,4.1,217,2014,58.0,0.07068965517241378,Low
Red,Vintners Blend Cabernet Sauvignon 2017,Ravenswood,United States,California,3.3,217,2017,8.79,0.3754266211604096,Medium
Red,Teroldego Rotaliano 2015,De Vescovi Ulzbach,Italy,Teroldego Rotaliano,3.8,217,2015,11.86,0.32040472175379425,Medium
Red,Monastrell 2016,Intruso,Spain,Jumilla,3.6,217,2016,7.66,0.4699738903394256,Medium
Red,Barbera d'Alba Trevigne 2012,Domenico Clerico,Italy,Barbera d'Alba,3.8,217,2012,17.36,0.21889400921658986,Low
Red,Brunello di Montalcino Riserva 1997,Biondi-Santi,Italy,Brunello di Montalcino,4.6,217,1997,632.64,0.007271117855336368,Low
Red,Pinzale Brunello di Montalcino 2013,Vinea Familiae,Italy,Brunello di Montalcino,4.3,217,2013,30.99,0.13875443691513392,Low
Red,Vinha da Francisca Douro 2015,Vale D. Maria,Portugal,Douro,4.5,218,2015,61.81,0.07280375343795502,Low
Red,El Rincón 2014,Marqués de Griñon,Spain,Dominio de Valdepusa,3.7,218,2014,18.5,0.2,Low
Red,Pinotage 2018,Backsberg,South Africa,Paarl,3.8,218,2018,9.75,0.38974358974358975,Medium
Red,Passaturo 2018,Vetrere,Italy,Salento,4.3,218,2018,9.26,0.46436285097192226,Medium
Red,The Wolftrap Red 2018,Boekenhoutskloof,South Africa,Franschhoek,3.4,218,2018,6.3,0.5396825396825397,Medium
Red,Aconcagua Costa Syrah 2014,Errazuriz,Chile,Aconcagua Costa,4.0,218,2014,19.9,0.20100502512562815,Low
Red,Merlot 2015,Columbia Winery,United States,Columbia Valley,3.7,218,2015,15.77,0.23462270133164237,Low
Red,Margaux (Grand Cru Classé) 2014,Château Palmer,France,Margaux,4.4,218,2014,287.56,0.015301154541660872,Low
Red,Grandi Annate Vino Nobile di Montepulciano 2011,Avignonesi,Italy,Vino Nobile di Montepulciano,4.2,218,2011,69.9,0.060085836909871244,Low
Red,Brolo del Figaretto Amarone della Valpolicella Valpantena 2014,Corte Figaretto,Italy,Amarone della Valpolicella Valpantena,4.2,218,2014,32.69,0.12847965738758033,Low
Red,Moulis-en-Médoc 2016,Château Anthonic,France,Moulis-en-Médoc,3.9,218,2016,21.0,0.18571428571428572,Low
Red,Merlot 2018,Baron Philippe de Rothschild,France,Pays d'Oc,3.4,218,2018,8.78,0.38724373576309795,Medium
