Type of wine,Name,Winery,Country,Region,Rating,NumberOfRatings,Year,Price,Rating Price Ratio,Rating category
White,Petite Arvine 2017,Ottin - Viticulteur Encaveur,Italy,Valle d'Aosta,4.0,139,2017,18.9,0.21164021164021166,Low
White,Organic Viognier - Verdil 2018,Neleman,Spain,Valencia,3.5,139,2018,6.49,0.539291217257319,Medium
White,Gorgorito Verdejo 2018,Bodegas Copaboca,Spain,Rueda,3.7,139,2018,6.88,0.5377906976744187,Medium
White,Ampelio Chardonnay Langhe 2016,Fontanafredda,Italy,Langhe,3.9,139,2016,12.08,0.3228476821192053,Medium
White,Wiener Gemischter Satz 2014,Wieninger,Austria,Wiener Gemischter Satz,3.4,139,2014,10.3,0.33009708737864074,Medium
White,Conde de Valdemar Finca Alto Cantabria 2017,Bodegas Valdemar,Spain,Rioja,3.8,139,2017,12.99,0.2925327174749807,Low
White,Goru el Blanco 2018,EGO,Spain,Jumilla,3.6,140,2018,6.29,0.5723370429252782,Medium
White,Promised Land Unwooded Chardonnay 2017,Taylors / Wakefield,Australia,South Australia,3.5,140,2017,8.83,0.39637599093997733,Medium
White,Zeltinger Himmelreich Riesling Kabinett 2015,Markus Molitor,Germany,Mosel,3.9,140,2015,16.95,0.23008849557522124,Low
White,Branco 2018,Quinta da Espiga,Portugal,Lisboa,3.4,140,2018,4.95,0.6868686868686869,Excellent
White,Le Classique Chablis 2016,Pascal Bouchard,France,Chablis,3.7,140,2016,17.9,0.20670391061452517,Low
White,Chardonnay Reserva 2018,Casas del Bosque,Chile,Casablanca Valley,3.9,140,2018,9.95,0.3919597989949749,Medium
White,Marsanne 2017,Paul Mas,France,Languedoc-Roussillon,3.6,141,2017,5.74,0.627177700348432,Excellent
White,21 Gables Chenin Blanc 2018,Spier,South Africa,Stellenbosch,4.3,141,2018,19.5,0.2205128205128205,Low
White,Sauvignon Blanc II 2019,Von Winning,Germany,Pfalz,3.9,141,2019,10.5,0.37142857142857144,Medium
White,Emilio Primo Bianco 2018,Terre del Marchesato,Italy,Toscana,3.7,141,2018,13.5,0.2740740740740741,Low
White,Le Domaine Blanco de Guarda 2018,Abadia Retuerta,Spain,Castilla y León,4.2,141,2018,35.87,0.11708948982436578,Low
White,Gewürztraminer 2018,Peter Zemmer,Italy,Südtirol - Alto Adige,3.9,141,2018,12.9,0.3023255813953488,Medium
White,Chardonnay (Barrel Fermented) 2017,Bergsig Estate,South Africa,Breede River Valley,3.8,142,2017,13.75,0.27636363636363637,Low
White,Douro Branco 2017,Lavradores de Feitoria,Portugal,Douro,3.5,142,2017,4.95,0.7070707070707071,Excellent
White,Rully Blanc 2018,Joseph Drouhin,France,Rully,3.9,143,2018,19.02,0.20504731861198738,Low
White,Chardonnay (Unwooded) 2019,Leopard’s Leap,South Africa,Western Cape,3.8,143,2019,7.2,0.5277777777777778,Medium
White,Pinot Grigio 2018,Gallo Family Vineyards,United States,California,3.2,143,2018,6.3,0.507936507936508,Medium
White,Kiedricher Riesling Trocken 2018,Robert Weil,Germany,Rheingau,4.0,143,2018,17.5,0.22857142857142856,Low
White,Chardonnay Bourgogne 2018,Labouré-Roi,France,Bourgogne,3.6,143,2018,12.99,0.27713625866050806,Low
White,Alteni di Brassica Langhe 2016,Gaja,Italy,Langhe,4.2,143,2016,109.0,0.03853211009174312,Low
White,Castello della Sala Bramìto Chardonnay 2019,Antinori,Italy,Umbria,3.9,143,2019,18.85,0.2068965517241379,Low
White,Sauvignon Blanc 2017,Gamla,Israel,Galilee,3.7,143,2017,12.81,0.2888368462138954,Low
White,Les Maranches Mâcon-Uchizy 2014,Les Héritiers du Comte Lafon,France,Mâcon-Uchizy,3.7,143,2014,31.18,0.11866581141757537,Low
White,Sauvignon Blanc 2015,di Lenardo,Italy,Venezia Giulia,3.7,143,2015,9.69,0.3818369453044376,Medium
White,Brezza Umbria Bianco 2019,Lungarotti,Italy,Umbria,4.1,143,2019,6.13,0.6688417618270799,Excellent
White,Riesling Smaragd Achleiten 2018,Domäne Wachau,Austria,Wachau,4.2,144,2018,26.18,0.16042780748663102,Low
White,Vernaccia di San Gimignano Riserva 2012,Panizzi,Italy,Vernaccia di San Gimignano,4.0,144,2012,19.4,0.2061855670103093,Low
White,Riesling Trocken 2018,Heinrich Vollmer,Germany,Pfalz,3.4,144,2018,5.52,0.6159420289855073,Excellent
White,Abbazia di Rosazzo 2013,Livio Felluga,Italy,Friuli-Venezia Giulia,4.1,144,2013,38.92,0.105344295991778,Low
White,Riesling Trocken 2018,Dr. Loosen,Germany,Mosel,3.8,144,2018,8.5,0.44705882352941173,Medium
White,Schiefergestein Bockenauer Riesling Trocken 2016,Schäfer-Fröhlich,Germany,Nahe,3.9,145,2016,19.11,0.20408163265306123,Low
White,Essence du Cap Chardonnay 2017,Fleur du Cap,South Africa,Western Cape,3.3,145,2017,11.02,0.29945553539019965,Low
White,Pievecroce 2017,Costaripa,Italy,Lugana,3.7,145,2017,11.9,0.31092436974789917,Medium
White,Pietragrande Bianco 2018,Tenuta Margon,Italy,Trentino,3.7,145,2018,10.99,0.3366696997270246,Medium
White,Pecan Stream Chenin Blanc 2018,Waterford Estate,South Africa,Stellenbosch,3.7,146,2018,9.9,0.37373737373737376,Medium
White,Chablis Premier Cru 'Vau de Vey' 2017,Jean-Marc Brocard,France,Chablis 1er Cru 'Vau de Vey',4.1,146,2017,29.55,0.13874788494077833,Low
White,Puligny-Montrachet 2015,Faiveley,France,Puligny-Montrachet,4.2,146,2015,58.9,0.07130730050933787,Low
White,Collio Sauvignon 2016,Schiopetto,Italy,Collio,3.9,146,2016,17.9,0.21787709497206706,Low
White,Catarratto 2017,Cusumano,Italy,Sicilia,3.4,146,2017,6.62,0.5135951661631419,Medium
White,Siefersheim Porphyr Riesling 2016,Wagner-Stempel,Germany,Rheinhessen,3.8,146,2016,20.88,0.18199233716475097,Low
White,Grauburgunder 2019,Schneider,Germany,Pfalz,4.0,146,2019,10.9,0.36697247706422015,Medium
White,Châteauneuf-du-Pape Blanc 2016,Domaine de Beaurenard,France,Châteauneuf-du-Pape,4.0,147,2016,49.0,0.08163265306122448,Low
White,Sémillon 2015,Boekenhoutskloof,South Africa,Franschhoek,3.9,147,2015,36.11,0.10800332317917474,Low
White,Grillo Sicilia 2019,Feudo Arancio,Italy,Sicilia,3.6,147,2019,5.75,0.6260869565217392,Excellent
White,Sauvignon Blanc 2018,Round Pond Estate,United States,Rutherford,4.1,147,2018,27.29,0.15023818248442652,Low
White,Chardonnay Leithaberg 2013,Heinrich,Austria,Neusiedlersee-Hügelland,3.6,147,2013,12.0,0.3,Low
White,Ruppertsberger Reiterpfad Riesling 2015,Von Winning,Germany,Pfalz,4.1,147,2015,20.95,0.19570405727923626,Low
White,Weissburgunder 2017,Colterenzio (Schreckbichl),Italy,Südtirol - Alto Adige,3.8,147,2017,9.21,0.4125950054288816,Medium
White,Chardonnay Sicilia 2017,Feudo Arancio,Italy,Sicilia,3.4,147,2017,7.44,0.45698924731182794,Medium
White,Sancerre Blanc 2018,Château de Sancerre,France,Sancerre,4.0,148,2018,20.36,0.19646365422396858,Low
White,Sauvignon Blanc 2019,Babich,New Zealand,Marlborough,3.9,148,2019,10.63,0.36688617121354655,Medium
White,Lugana 2019,Cà Maiol,Italy,Lugana,3.6,148,2019,9.75,0.36923076923076925,Medium
White,Falanghina Irpinia Morabianca 2018,Mastroberardino,Italy,Irpinia,3.8,148,2018,9.52,0.39915966386554624,Medium
White,Rioja Satinela Blanco Semidulce 2018,Marqués de Cáceres,Spain,Rioja,3.7,148,2018,6.29,0.5882352941176471,Medium
White,Saulheimer Riesling Kalkstein 2016,Thörle,Germany,Rheinhessen,3.9,148,2016,12.18,0.32019704433497537,Medium
White,The King's Favour Sauvignon Blanc 2016,The Kings Series,New Zealand,Marlborough,4.1,148,2016,28.4,0.1443661971830986,Low
White,Chardonnay 2015,Stimson Estate Cellars,United States,Washington,3.4,148,2015,8.99,0.3781979977753059,Medium
White,Brauneberger Juffer Riesling Kabinett 2018,Fritz Haag,Germany,Brauneberg,3.9,149,2018,15.2,0.2565789473684211,Low
White,Blanco 2018,La Boscana,Spain,Costers del Segre,3.8,149,2018,8.19,0.463980463980464,Medium
White,Dão Reserva Branco 2018,Cabriz,Portugal,Dão,3.8,149,2018,12.3,0.30894308943089427,Medium
White,Trabocchetto Pecorino 2018,Talamonti,Italy,Colline Pescaresi,4.0,149,2018,10.35,0.3864734299516908,Medium
White,Exultet Fiano di Avellino 2014,Quintodecimo,Italy,Fiano de Avellino,4.1,149,2014,37.83,0.10837959291567538,Low
White,Biancosesto 2013,La Tunella,Italy,Colli Orientali del Friuli,3.9,150,2013,19.49,0.20010261672652643,Low
White,Clos Mireille Blanc de Blancs 2018,Domaines Ott,France,Côtes de Provence,4.0,150,2018,27.5,0.14545454545454545,Low
White,Classic Gewürztraminer 2016,Hugel,France,Alsace,3.7,150,2016,14.75,0.25084745762711863,Low
White,Bourgogne Aligoté 2016,Olivier Leflaive,France,Bourgogne Aligoté,3.8,150,2016,14.5,0.26206896551724135,Low
White,Barrel Selection Chardonnay 2019,Salentein,Argentina,Uco Valley,3.9,150,2019,12.9,0.3023255813953488,Medium
White,Dão Colheita Seleccionada White 2019,Cabriz,Portugal,Dão,3.8,150,2019,7.27,0.5226960110041265,Medium
White,Coste a Preola Grillo 2018,Tenuta Gorghi Tondi,Italy,Sicilia,4.0,150,2018,8.72,0.4587155963302752,Medium
White,Pansa Blanca 2016,Alta Alella,Spain,Alella,3.5,150,2016,9.0,0.3888888888888889,Medium
White,Chardonnay 2018,Durbanville Hills,South Africa,Durbanville,3.5,151,2018,18.19,0.1924134139637163,Low
White,Podfuck 2016,Milan Nestarec,Czech Republic,Morava,4.0,151,2016,28.9,0.1384083044982699,Low
White,Les Chailloux Silex Pouilly-Fumé 2016,Domaine Chatelain,France,Pouilly-Fumé,3.8,151,2016,14.1,0.2695035460992908,Low
White,Chardonnay 2015,Thelema,South Africa,Stellenbosch,3.7,152,2015,15.95,0.23197492163009406,Low
White,Pošip 2018,Stina,Croatia,Dalmatian Coast,4.2,152,2018,22.2,0.1891891891891892,Low
White,Pouco-Comum Alvarinho 2019,Quinta da Lixa,Portugal,Minho,3.8,152,2019,10.47,0.36294173829990445,Medium
White,Vinho Verde 2019,Casa de Vila Nova,Portugal,Vinho Verde,3.7,152,2019,5.16,0.7170542635658915,Excellent
White,Vinho Verde Branco 2019,Quinta de Azevedo,Portugal,Vinho Verde,3.7,152,2019,7.06,0.5240793201133145,Medium
White,Garnacha Blanca 2017,La Picossa,Spain,Terra Alta,3.2,152,2017,9.34,0.34261241970021417,Medium
White,Pinot Grigio delle Venezie 2019,Bolla,Italy,delle Venezie,3.5,153,2019,5.99,0.5843071786310517,Medium
White,Max Reserva Sauvignon Blanc 2016,Errazuriz,Chile,Aconcagua Valley,3.7,153,2016,14.9,0.2483221476510067,Low
White,Welschriesling Trocken 2017,Kracher,Austria,Burgenland,3.7,153,2017,11.99,0.3085904920767306,Medium
White,Sauvignon Blanc 2019,Rustenberg,South Africa,Stellenbosch,3.8,153,2019,12.5,0.304,Medium
White,Fiano Salento Acante 2018,Castello Monaci,Italy,Salento,3.9,153,2018,7.2,0.5416666666666666,Medium
White,San Vincenzo 2019,Anselmi,Italy,Veneto,4.0,153,2019,9.6,0.4166666666666667,Medium
White,Gewürztraminer 2019,Elena Walch,Italy,Südtirol - Alto Adige,4.0,153,2019,17.35,0.23054755043227665,Low
White,Alentejano Reserva Branco 2016,Herdade dos Grous,Portugal,Alentejano,4.1,153,2016,24.37,0.16823963890028723,Low
White,Goldberg Riesling 2015,Van Volxem,Germany,Wawern,3.9,154,2015,26.95,0.14471243042671614,Low
White,Petit Clos Sauvignon Blanc 2018,Clos Henri Vineyard,New Zealand,Marlborough,3.6,154,2018,12.2,0.2950819672131148,Low
White,Unwooded Chardonnay 2017,Diemersdal,South Africa,Durbanville,3.6,154,2017,10.75,0.33488372093023255,Medium
White,Chante-Alouette Hermitage Blanc 2017,M. Chapoutier,France,Hermitage,4.3,154,2017,58.1,0.07401032702237521,Low
White,Blanco 2018,Baron de Ley,Spain,Rioja,3.5,154,2018,6.35,0.5511811023622047,Medium
White,Rheinschiefer Hallgarten Riesling Trocken 2016,Peter Jakob Kühn,Germany,Rheingau,3.8,154,2016,15.1,0.25165562913907286,Low
White,Jacobus Riesling Trocken 2018,Peter Jakob Kühn,Germany,Rheingau,3.8,155,2018,12.18,0.31198686371100165,Medium
White,Quarzit Riesling Trocken 2017,Peter Jakob Kühn,Germany,Rheingau,4.0,155,2017,17.06,0.2344665885111372,Low
White,Signature Chardonnay 2019,Spier,South Africa,Stellenbosch,3.6,155,2019,6.95,0.5179856115107914,Medium
White,Riesling Trocken 2018,Knewitz,Germany,Rheinhessen,3.5,155,2018,8.64,0.40509259259259256,Medium
White,Falanghina 2019,Feudi di San Gregorio,Italy,Falanghina del Sannio,3.6,155,2019,9.24,0.38961038961038963,Medium
White,Alb de Petro Vaselo 2017,Petro Vaselo,Romania,Recas,3.8,155,2017,9.5,0.39999999999999997,Medium
White,Bourgogne Chardonnay 2017,Faiveley,France,Bourgogne,3.8,155,2017,13.9,0.27338129496402874,Low
White,Les Fumées Blanches 2019,François Lurton,France,Vin de France,3.5,155,2019,7.89,0.44359949302915086,Medium
White,Clos du Papillon Savennières 2015,Domaine du Closel - Château des Vaults,France,Savennières,4.0,155,2015,67.45,0.05930318754633061,Low
White,Critone Bianco 2019,Librandi,Italy,Val di Neto,4.0,156,2019,7.9,0.5063291139240506,Medium
White,Hohen-Sülzen Riesling 2018,Battenfeld Spanier,Germany,Rheinhessen,3.9,156,2018,17.5,0.22285714285714286,Low
White,Grillo Costadune 2018,Mandrarossa,Italy,Sicilia,3.5,156,2018,6.0,0.5833333333333334,Medium
White,L'Églantière Chablis 2018,Jean Durup,France,Chablis,3.9,156,2018,16.46,0.23693803159173754,Low
White,Chablis 1er Cru 'Montee de Tonnerre' 2016,Billaud-Simon,France,Chablis 1er Cru 'Montee de Tonnerre',4.1,156,2016,42.8,0.09579439252336448,Low
White,SL Riesling Trocken 2018,Schloss Lieser,Germany,Mosel,3.8,156,2018,8.4,0.45238095238095233,Medium
White,Sinais Sauvignon Blanc 2016,Don Guerino,Brazil,Serra Gaúcha,3.4,156,2016,11.65,0.2918454935622317,Low
White,Gavi 2019,La Battistina,Italy,Gavi,3.8,156,2019,11.99,0.31693077564637195,Medium
White,Génération Dix-Neuf Sancerre 2013,Alphonse Mellot,France,Sancerre,4.1,156,2013,38.89,0.10542555926973514,Low
White,Dalila Riserva 2016,Feudo Arancio,Italy,Sicilia,3.8,157,2016,9.12,0.4166666666666667,Medium
White,Armantes Macabeo 2017,San Gregorio,Spain,Calatayud,3.7,157,2017,6.09,0.6075533661740559,Excellent
White,Greco Di Tufo 2019,Feudi di San Gregorio,Italy,Greco di Tufo,3.8,157,2019,11.45,0.3318777292576419,Medium
White,Estate Chardonnay 2018,Taylors / Wakefield,Australia,Clare Valley,3.9,157,2018,9.5,0.4105263157894737,Medium
White,Bechtheimer Riesling 2015,Dreissigacker,Germany,Rheinhessen,3.9,157,2015,18.0,0.21666666666666667,Low
White,Sauvignon Blanc 2018,Merry Edwards,United States,Russian River Valley,4.5,157,2018,60.19,0.07476324970925403,Low
White,Armador Sauvignon Blanc 2018,Odfjell,Chile,Casablanca Valley,3.6,157,2018,9.85,0.3654822335025381,Medium
White,Etna Santo Spirito Bianco 2017,Tenuta delle Terre Nere,Italy,Etna,3.9,158,2017,31.63,0.12330066392665191,Low
White,Vieilles Vignes Châteauneuf-du-Pape Blanc 2014,Château de Beaucastel,France,Châteauneuf-du-Pape,4.6,158,2014,135.5,0.03394833948339483,Low
White,Director's Chardonnay 2017,Francis Ford Coppola,United States,Sonoma Coast,3.8,158,2017,17.5,0.21714285714285714,Low
White,Canava Chrissou Tselepos Santorini Vieilles Vignes 2017,Κτημα Τσελεπου (Ktima Tselepos),Greece,Santorini,4.1,158,2017,29.5,0.13898305084745763,Low
White,Les Maranches Mâcon-Uchizy 2016,Les Héritiers du Comte Lafon,France,Mâcon-Uchizy,3.8,158,2016,25.9,0.14671814671814673,Low
White,Alteni di Brassica Langhe 2014,Gaja,Italy,Langhe,4.2,158,2014,95.06,0.044182621502209134,Low
White,Chenin Blanc (La Cotte Mill) 2018,Franschhoek Cellar,South Africa,Franschhoek,3.4,158,2018,6.95,0.48920863309352514,Medium
White,Einstern Pinot Blanc 2015,Markus Molitor,Germany,Mosel,4.0,159,2015,18.95,0.21108179419525067,Low
White,Therese Sauvignon Blanc 2017,Weingut Erich & Walter Polz,Austria,Südsteiermark,4.1,159,2017,27.5,0.14909090909090908,Low
White,Sauvignon Blanc 2019,Creation,South Africa,Walker Bay,3.9,159,2019,11.99,0.32527105921601335,Medium
White,Chardonnay - Fiano 2018,Epicuro,Italy,Puglia,3.4,159,2018,6.89,0.4934687953555878,Medium
White,Unwooded Chardonnay 2019,Diemersdal,South Africa,Durbanville,3.5,159,2019,9.9,0.35353535353535354,Medium
White,Pouilly-Fuissé 2018,Joseph Drouhin,France,Pouilly-Fuissé,3.9,159,2018,22.32,0.1747311827956989,Low
White,La Comtesse de Pazo Barrantes Albariño 2013,Pazo Barrantes,Spain,Rías Baixas,4.1,159,2013,51.68,0.0793343653250774,Low
White,Sauvignon Blanc 2018,Knewitz,Germany,Rheinhessen,4.0,159,2018,10.88,0.3676470588235294,Medium
White,Trebbiano d'Abruzzo 2015,Valentini,Italy,Trebbiano d'Abruzzo,4.4,159,2015,121.25,0.03628865979381444,Low
White,Goldberg Riesling 2016,Van Volxem,Germany,Wawern,4.0,160,2016,26.47,0.1511144692104269,Low
White,Chardonnay 2018,Canyon Road,United States,California,3.3,160,2018,6.21,0.5314009661835749,Medium
White,Chenin Blanc 2019,Welmoed,South Africa,Stellenbosch,3.5,160,2019,6.3,0.5555555555555556,Medium
White,Spring Fever Chardonnay 2017,Langmeil,Australia,Eden Valley,3.8,160,2017,12.19,0.3117309269893355,Medium
White,Crescentia Rauenthaler Baiken Riesling Trocken 2018,Kloster Eberbach,Germany,Rheingau,3.9,160,2018,16.09,0.24238657551274084,Low
White,Chassagne-Montrachet Blanc 2014,Domaine Michel Niellon,France,Chassagne-Montrachet,4.1,160,2014,49.95,0.08208208208208206,Low
White,Cellar Selection Sauvignon Blanc 2019,Villa Maria,New Zealand,Marlborough,3.9,160,2019,14.99,0.2601734489659773,Low
White,Just Riesling! 2018,Gut Hermannsberg,Germany,Nahe,3.7,160,2018,8.9,0.4157303370786517,Medium
White,Sauvignon Blanc 2017,Robert Mondavi Private Selection,United States,Central Coast,3.6,160,2017,11.99,0.3002502085070892,Medium
White,Prestige Blanc 2018,Minuty,France,Côtes de Provence,4.1,160,2018,20.99,0.19533111005240592,Low
White,Paradies Lieblingssünde Grauburgunder 2018,J. W. Huesgen,Germany,Pfalz,3.8,161,2018,9.24,0.4112554112554112,Medium
White,Sauvignon Blanc 2018,Attems,Italy,Friuli-Venezia Giulia,3.8,161,2018,13.71,0.2771699489423778,Low
White,Malvasia Seco 2018,El Grifo,Spain,Lanzarote,3.9,161,2018,15.49,0.25177533892834086,Low
White,Pouilly-Vinzelles 2017,Joseph Drouhin,France,Pouilly-Vinzelles,3.8,161,2017,19.39,0.19597730789066528,Low
White,Sauvignon Blanc 2017,Gallo Family Vineyards,United States,California,3.3,161,2017,6.31,0.5229793977812995,Medium
White,Lafóa Sauvignon 2018,Colterenzio (Schreckbichl),Italy,Südtirol - Alto Adige,4.1,161,2018,23.88,0.17169179229480735,Low
White,Pecorino (Unico) 2019,Tenuta Ulisse,Italy,Terre di Chieti,3.9,161,2019,8.72,0.44724770642201833,Medium
White,Heytesbury Chardonnay 2017,Vasse Felix,Australia,Margaret River,4.1,161,2017,65.79,0.062319501443988436,Low
White,Pinot Grigio 2015,Kurtatsch (Cortaccia),Italy,Südtirol - Alto Adige,3.5,161,2015,11.02,0.3176043557168784,Medium
White,Chardonnay 2018,La Motte Wine Estate,South Africa,Paarl,3.6,161,2018,13.99,0.2573266619013581,Low
White,Mâcon-Lugny Les Genievres 2018,Louis Latour,France,Mâcon-Lugny,3.9,162,2018,10.63,0.36688617121354655,Medium
White,Beaune 1er Cru 'Clos des Mouches' Blanc 2016,Joseph Drouhin,France,Beaune 1er Cru 'Le Clos des Mouches',4.5,162,2016,129.0,0.03488372093023256,Low
White,Riesling Trocken 2016,Schäfer-Fröhlich,Germany,Nahe,3.8,162,2016,10.93,0.3476669716376944,Medium
White,Viognier 2018,DiamAndes,Argentina,Uco Valley,3.9,162,2018,15.99,0.24390243902439024,Low
White,Riesling 2017,Marcel Deiss,France,Alsace,3.8,162,2017,23.9,0.1589958158995816,Low
White,Noon Gun Chenin Blanc - Sauvignon Blanc - Viognier 2016,Flagstone,South Africa,Western Cape,3.6,162,2016,7.6,0.4736842105263158,Medium
White,Custoza 2018,Gorgo,Italy,Bianco di Custoza,3.9,162,2018,7.9,0.49367088607594933,Medium
White,Via Colțul Pietrei Sauvignon Blanc 2017,Vitis Metamorfosis,Romania,Dealu Mare,4.0,162,2017,11.5,0.34782608695652173,Medium
White,Condrieu Invitare 2017,M. Chapoutier,France,Condrieu,4.1,162,2017,47.37,0.08655267046654,Low
White,Riesling Trocken 2018,Dr. Bürklin-Wolf,Germany,Pfalz,3.7,163,2018,10.46,0.3537284894837476,Medium
White,Sauvignon Blanc 2019,Misty Cove,New Zealand,Marlborough,3.8,163,2019,9.25,0.4108108108108108,Medium
White,Sauvignon Blanc 2019,Fernlands,New Zealand,Marlborough,4.3,163,2019,9.2,0.4673913043478261,Medium
White,La Oveja Negra Verdejo 2018,Bodegas Parra Jimenez,Spain,Castilla,4.0,163,2018,6.32,0.6329113924050632,Excellent
White,Châteauneuf-du-Pape Blanc 2017,Château de Beaucastel,France,Châteauneuf-du-Pape,4.3,163,2017,73.11,0.05881548351798659,Low
White,Sauvignon Blanc 2018,Gallo Family Vineyards,United States,California,3.5,164,2018,6.3,0.5555555555555556,Medium
White,Riesling - Muscat - Pinot Gris Alsace (W)3 2016,Wolfberger,France,Alsace,3.7,164,2016,8.28,0.44685990338164255,Medium
White,Terramatter Alvarinho 2017,Soalheiro,Portugal,Monção e Melgaço,4.0,164,2017,18.03,0.2218524681087077,Low
White,Colle dei Tigli Bianco del Veneto 2019,Lenotti,Italy,Veneto,3.9,164,2019,5.1,0.7647058823529412,Excellent
White,Cuvée Dalis 2018,Endrizzi,Italy,Vigneti delle Dolomiti,3.9,164,2018,8.72,0.44724770642201833,Medium
White,Alteni di Brassica Langhe 2015,Gaja,Italy,Langhe,4.4,165,2015,95.06,0.046286555859457186,Low
White,Pinot Grigio 2018,Barefoot,United States,Napa Valley,3.5,165,2018,6.0,0.5833333333333334,Medium
White,Chardonnay 2019,Zonnebloem,South Africa,Stellenbosch,3.3,165,2019,7.85,0.42038216560509556,Medium
White,Sauvignon Blanc 2018,Thelema,South Africa,Stellenbosch,3.6,165,2018,12.45,0.28915662650602414,Low
White,Caroline Graves 2011,Château de Chantegrive,France,Graves,3.8,165,2011,23.0,0.16521739130434782,Low
White,Sauvignon Blanc I 2016,Von Winning,Germany,Pfalz,3.9,165,2016,19.45,0.20051413881748073,Low
White,Ürziger Würzgarten Riesling Kabinett 2016,Markus Molitor,Germany,Mosel,3.9,165,2016,15.4,0.2532467532467532,Low
White,Chardonnay 2018,Domaines Astruc,France,Pays d'Oc,3.7,165,2018,6.5,0.5692307692307692,Medium
White,Viognier Secret de Famille 2018,Paul Jaboulet Aîné,France,Rhone Valley,3.8,166,2018,9.3,0.4086021505376344,Medium
White,Pazo de Seoane Rosal 2018,Lagar de Cervera,Spain,Rías Baixas,3.8,166,2018,12.53,0.3032721468475658,Medium
White,Greco di Tufo 2018,Vesevo,Italy,Greco di Tufo,3.8,166,2018,9.25,0.4108108108108108,Medium
White,K-Naia 2019,Naia,Spain,Rueda,3.9,166,2019,8.8,0.4431818181818181,Medium
White,Clos Sainte Hune Riesling Alsace 2012,Trimbach,France,Alsace,4.5,166,2012,193.03,0.02331243848106512,Low
White,Aile d'Argent Blanc Bordeaux 2016,Château Mouton Rothschild,France,Bordeaux,4.1,166,2016,100.0,0.040999999999999995,Low
White,Heytesbury Chardonnay 2016,Vasse Felix,Australia,Margaret River,4.2,166,2016,72.73,0.05774783445620789,Low
White,Vigne di Catullo Riserva Lugana 2015,Roveglia,Italy,Lugana,4.1,167,2015,15.69,0.26131293817718293,Low
White,Forte Alto Pinot Grigio 2019,Mezzacorona,Italy,Vigneti delle Dolomiti,3.9,167,2019,4.4,0.8863636363636362,Excellent
White,Malterdinger 2017,Bernhard Huber,Germany,Baden,4.0,167,2017,18.0,0.2222222222222222,Low
White,Diamond Collection Chardonnay (Gold Label) 2018,Francis Ford Coppola,United States,Central Coast,3.7,167,2018,18.9,0.19576719576719578,Low
White,Lafóa Chardonnay 2018,Colterenzio (Schreckbichl),Italy,Südtirol - Alto Adige,4.3,167,2018,24.27,0.17717346518335392,Low
White,Pierneef Collection Sauvignon Blanc 2018,La Motte Wine Estate,South Africa,Franschhoek,3.7,167,2018,14.95,0.24749163879598665,Low
White,Rabigato 2016,CARM,Portugal,Douro,3.8,168,2016,14.52,0.26170798898071623,Low
White,Sauvignon Blanc Trocken 2016,Knipser,Germany,Pfalz,3.7,168,2016,9.8,0.37755102040816324,Medium
White,Goruli Mtsvane 2014,Mukhrani,Georgia,Kakheti,3.8,168,2014,8.95,0.4245810055865922,Medium
White,Riesling Trocken 2019,Dönnhoff,Germany,Nahe,3.7,169,2019,9.95,0.3718592964824121,Medium
White,Sauvignon Blanc 2018,Neil Ellis,South Africa,Groenekloof,3.7,169,2018,10.85,0.34101382488479265,Medium
White,Professor Black 2017,Warwick,South Africa,Stellenbosch,4.1,169,2017,24.9,0.1646586345381526,Low
White,The Anchorman 2017,Nederburg,South Africa,Coastal Region,3.9,169,2017,17.16,0.22727272727272727,Low
White,Chardonnay 2017,Tokara,South Africa,Stellenbosch,3.6,169,2017,10.5,0.34285714285714286,Medium
White,Château Grenouilles Chablis Grand Cru 2015,La Chablisienne,France,Chablis Grand Cru,4.3,169,2015,54.0,0.07962962962962962,Low
White,875m Finca Carbonera Chardonnay 2018,El Coto,Spain,Rioja,3.7,169,2018,11.49,0.32201914708442125,Medium
White,Gavi 2018,La Toledana,Italy,Gavi,3.7,169,2018,13.8,0.26811594202898553,Low
White,Chardonnay Somontano 2019,Viñas del Vero,Spain,Somontano,3.6,170,2019,8.29,0.4342581423401689,Medium
White,Fumé Sauvignon Blanc 2017,Oliver Zeter,Germany,Pfalz,3.9,170,2017,16.52,0.2360774818401937,Low
White,Evenstad Reserve Chardonnay 2015,Domaine Serene,United States,Dundee Hills,4.2,170,2015,74.0,0.05675675675675676,Low
White,Chablis Tête d'Or 2016,Billaud-Simon,France,Chablis,4.0,170,2016,24.27,0.16481252575195715,Low
White,Vermentino Toscana 2018,Aia Vecchia,Italy,Toscana,3.7,170,2018,7.41,0.4993252361673414,Medium
White,Vigna Kastelaz Gewürztraminer 2015,Elena Walch,Italy,Südtirol - Alto Adige,4.2,170,2015,31.91,0.13162018176120338,Low
White,The Olive Grove Chardonnay 2018,d'Arenberg,Australia,McLaren Vale,3.8,170,2018,9.95,0.38190954773869346,Medium
White,Graacher Himmelreich Riesling Kabinett 2017,Joh. Jos. Prüm,Germany,Graach,4.1,171,2017,21.83,0.18781493357764545,Low
White,Chardonnay Penedès Vinya Gigi 2016,Jean Leon,Spain,Penedès,3.8,171,2016,21.99,0.17280582082764895,Low
White,Chardonnay - Pinot Noir 2019,Haute Cabrière,South Africa,Franschhoek,3.8,171,2019,9.9,0.3838383838383838,Medium
